circle_5_10,0,1,2,3,4,5
3101110021111-03+02,-0.911,-0.91,-5.704,-6.983,-28.489,-6.423
3101110071111-03+02,-0.877,0.0,0.0,0.0,0.0,0.0
3101110071111-04+02,-0.844,0.0,0.0,0.0,0.0,0.0
3101110071111-04+03,-0.813,0.0,0.0,0.0,0.0,0.0
3101110071111-04+04,-0.779,-8.207,0.0,0.0,0.0,0.0
0000010100001+01+02,-2.183,-7.589,-6.26,-1.859,-8.21,-2.258
0010003011111-01+01,-5.628,-7.226,-7.257,-0.306,-0.264,-7.468
0101000301111+00+02,-11.537,-13.58,-6.135,-7.915,-3.999,-7.666
0101000631111-02+02,-13.053,-5.967,-7.084,-7.113,0.0,0.0
0010100771111-02+03,-5.399,-5.919,-11.762,-2.871,-24.689,-5.668
0101113071111-04+04,-6.868,-6.821,-2.178,0.0,0.0,0.0
0101113071111-04+03,-6.897,0.0,0.0,0.0,0.0,0.0
0010130001111-02+02,-7.042,-2.295,-14.375,-4.751,-7.1,-25.945
0101300001111-02+00,-7.138,-4.292,-10.418,-4.565,-5.611,-4.579
0010160001111-01+01,-15.378,-7.599,-22.815,-8.033,-15.75,-23.366
0101600001111-01+00,-15.384,0.0,0.0,0.0,0.0,0.0
0101770001111-01+00,-7.92,-1.462,-1.452,0.0,0.0,0.0
0120113101001+01+02,-6.253,-6.57,-5.579,-2.057,0.0,0.0
0120113101001+00+02,-6.278,-6.299,-6.509,-5.596,-65.506,-13.592
1111110021310+04+02,-7.155,-5.121,-6.625,-7.94,0.0,0.0
1111110021310+04+03,-7.18,-7.215,-26.693,-12.011,-50.49,-58.009
1111100203102+04+02,-21.85,-12.67,-7.991,-8.014,-45.233,-67.48
1111110021610+04+03,-7.69,-7.722,-15.481,-8.068,-50.902,0.0
1111100206102+04+02,-22.326,-13.45,-13.491,-14.004,-46.618,-37.763
2010100201111-01+03,-14.819,-20.853,-19.3,-15.283,-19.365,-16.87
0102110101601+01+03,-13.711,-9.86,-9.894,-9.923,-22.679,-44.285
2010103231111-01+03,-14.322,-24.61,-34.271,-43.115,-27.254,-71.652
0102110101031-01+04,-7.771,-7.114,-7.811,-1.781,0.0,0.0
0101117771111-03+04,-6.07,-6.07,-8.91,-8.91,-8.91,-5.97
1111230111012+02-04,-7.107,-6.709,-9.667,-1.242,-7.189,0.0
2101006111111-04-03,-1.238,-7.877,-7.911,-7.943,-50.902,0.0
0010000611111-04-01,-1.178,-7.691,-7.72,-7.752,-30.542,0.0
2101000061111-04+01,-3.39,-1.764,-1.725,-10.189,-23.045,-29.256
2101000771111-03+02,-8.879,-13.196,-7.92,-5.969,0.0,0.0
0010100071111-04+03,-10.204,-2.021,-4.214,-3.543,-2.965,0.0
1111130000160+00+02,-12.704,-19.696,-17.12,-6.982,-34.018,-7.227
1111300001612+00+01,-11.527,-5.907,-5.919,-5.93,-5.94,-17.831
1111307001717+00+01,-3.0,0.0,0.0,0.0,0.0,0.0
0010003011111+00-01,-2.677,-2.629,-6.544,-5.88,-2.398,-8.734
0010003011111-01-01,-5.892,-6.728,-5.033,-16.61,-7.014,-3.114
0101770601111-02+00,-5.94,0.0,0.0,0.0,0.0,0.0
2710177061111-02+02,-3.0,0.0,0.0,0.0,0.0,0.0
1103110101020+02+04,-22.522,-34.961,-78.052,-60.149,-79.005,-58.548
7101110221010+02+03,-24.713,-11.557,-11.513,-8.294,-18.512,-5.309
0101110221010+02+01,-0.783,-5.263,-6.933,-3.1,-5.5,-3.696
1130110101020+03+04,-12.501,-7.746,-11.379,-7.384,-9.016,-13.614
3101110221010+02+04,-6.764,-12.918,-7.517,-8.871,-8.932,-9.864
7102110121001+01+04,-5.321,-5.339,0.0,0.0,0.0,0.0
0102110121661+01+03,-6.107,-6.119,-11.859,-6.144,-23.138,-11.897
0102117121771+00+04,-3.05,-3.0,-3.05,-3.0,0.0,0.0
0221010110011+00-02,-6.442,-6.456,-10.439,-14.584,-6.659,-6.247
2610000311111+00-02,-5.979,0.0,0.0,0.0,0.0,0.0
2161000031111+00-01,-6.039,0.0,0.0,0.0,0.0,0.0
4171007031111+00-01,-3.05,0.0,0.0,0.0,0.0,0.0
1111106200100+03+03,-14.53,-7.178,-7.202,-7.229,-21.499,0.0
1111110621010+03+04,-7.272,-10.366,-7.498,-7.524,-24.62,-14.613
1111117741010+04+04,-3.05,0.0,0.0,0.0,0.0,0.0
1100110121027+03+02,-2.13,0.0,0.0,0.0,0.0,0.0
1100110121027+02+02,-3.933,-7.811,-5.914,0.0,0.0,0.0
1100110121027+01+02,-5.733,-5.739,-5.863,0.0,0.0,0.0
0101110231010+02+02,-7.279,0.0,0.0,-5.859,0.0,0.0
1100113121020+03+02,-5.945,-5.952,-3.557,-9.154,-8.175,0.0
0131110231010+02+02,-5.994,-6.01,-4.104,-7.16,-45.675,0.0
3102110101001+01+02,-6.055,-6.059,0.0,0.0,0.0,0.0
6107110171001+01+02,0.0,-5.862,0.0,0.0,0.0,0.0
0100113101031+01+03,-5.928,-5.935,-6.988,-7.016,-58.807,0.0
0131117771111+00+03,-3.05,-3.05,0.0,0.0,0.0,0.0
1111023010102+02+01,-6.816,-4.998,-8.979,-0.081,0.109,0.0
1111023010102+01+01,-6.844,-6.872,-7.078,-5.009,0.077,-1.274
1111023010132+01+01,-0.042,0.113,0.0,0.0,0.0,-6.898
1111023010132+02+01,-6.968,0.0,0.0,0.0,0.0,0.0
1111023010132+03+01,-6.995,-7.024,-7.049,-5.294,-50.124,-5.86
1111230111310+03+00,-27.348,-21.567,-21.588,-21.609,-61.688,-51.451
1111260111310+03+00,-27.543,-27.711,-21.013,-55.049,-53.676,-21.571
1111260111610+03+00,-13.332,-13.371,-13.432,-6.039,-28.304,-7.474
1111777111610+03+00,-3.0,-3.05,-3.05,-3.05,-3.0,-3.0
1031210110010-01-03,-7.634,-3.006,-6.238,-0.904,-2.799,-65.315
1031210110010-01-04,-0.576,-1.337,-5.497,-8.439,0.0,0.0
1031210110010+00-04,-39.407,-6.032,-2.162,-1.375,-48.168,-3.012
3101000111010-01-04,-10.756,-6.741,-1.362,-1.357,-2.322,-40.827
0210200010100-01-03,-1.087,-1.455,-1.907,-5.066,-9.961,-6.977
2121220001012-01-02,-0.637,-0.634,-0.695,0.0,0.0,0.0
2200010100201-02-02,-6.37,-0.669,-0.666,-6.487,-11.325,-6.21
6101000111010-01-04,-1.705,-1.528,-7.789,-7.82,-15.652,-39.079
7171000111010-01-04,-0.877,-0.626,-7.938,-7.97,-24.789,-5.821
7217200010100-01-03,-3.904,-0.908,0.0,0.0,0.0,0.0
4121220001012-01-02,-5.751,-5.779,0.0,0.0,0.0,0.0
2200010100201-03-02,-6.185,-6.497,-6.522,-5.978,0.0,0.0
4121220001012-02-01,-6.039,-6.074,-35.45,0.0,0.0,0.0
2200010100201-03-01,-6.133,-6.157,-6.191,-6.216,-6.121,-51.282
0210200010100-02-02,-30.111,2.516,-2.747,-1.39,-1.798,-7.013
0210203010100-02-01,0.0,-7.087,0.0,0.0,0.0,0.0
0210203010100-02+00,-7.118,0.0,0.0,0.0,0.0,0.0
0121720301012-02+02,-7.19,0.0,0.0,0.0,0.0,0.0
0121020301012-01+02,-7.225,0.0,0.0,0.0,0.0,0.0
0121020301012+00+02,-7.255,0.0,0.0,0.0,0.0,0.0
0121020301012+01+02,-7.29,-7.323,0.0,0.0,0.0,0.0
2203010130201-01+02,-7.394,0.0,0.0,0.0,0.0,0.0
2203010130201-02+02,-7.426,0.0,0.0,0.0,0.0,0.0
2203010130201-03+02,-7.458,0.0,0.0,0.0,0.0,0.0
2203010130201-03+01,-7.492,0.0,0.0,0.0,0.0,0.0
2203010130201-03+00,-7.526,-7.624,0.0,0.0,0.0,0.0
2203010130201-03-01,-7.559,-7.593,0.0,0.0,0.0,0.0
2206010130201-03+01,-7.655,-7.687,-7.719,-7.752,0.0,0.0
0121020601012-02+01,-7.831,-7.862,0.0,0.0,0.0,0.0
2206010160201-03+01,-7.941,0.0,0.0,0.0,0.0,0.0
2277010160201-03+01,-7.877,-7.908,-7.938,-7.97,0.0,0.0
0121020001012-02+01,-3.05,-5.167,-30.067,0.0,0.0,0.0
1100113101200+03+04,-11.068,-7.289,-6.779,-8.247,-9.002,-7.271
1100116101200+03+03,-7.482,-7.509,-7.535,-14.582,-21.418,0.0
1111103230122+01+03,-17.17,-27.728,-47.549,-69.299,-76.723,-56.521
1103110121020+01+02,-0.953,-0.921,0.0,0.0,0.0,0.0
7101110231010+00+04,-0.789,-0.761,-0.746,0.0,0.0,0.0
0101113231010+00+04,-0.707,-0.674,-6.903,-6.937,-70.369,0.0
0132110121001-01+04,-8.621,-13.98,-0.993,-0.876,-61.127,-7.345
0137110171001-01+04,-5.854,0.0,0.0,0.0,0.0,0.0
0137110171001-02+04,-5.879,0.0,0.0,0.0,0.0,0.0
0137110171001-03+04,-5.902,0.0,0.0,0.0,0.0,0.0
0137110171001-03+03,-5.923,0.0,0.0,0.0,0.0,0.0
7710100001111-04+03,-6.244,-12.674,-7.384,-6.426,-6.44,0.0
0101003001111-02+01,-6.36,-6.634,-7.701,-9.077,-56.142,-8.828
0010100601111-03+01,-7.878,4.22,4.31,4.399,4.492,0.0
0101110771111-04+02,-12.059,-7.889,-7.92,-2.061,-18.42,0.0
0101110771111-04+03,-7.889,-7.86,-7.92,-6.266,-7.81,0.0
0017107771111-04+03,-3.0,0.0,0.0,0.0,0.0,0.0
2012103201111+00+02,-18.908,-27.794,-20.617,-40.717,-23.444,-19.824
2101117741111-01+04,-3.05,-3.05,0.0,0.0,0.0,0.0
1100110121220+01+04,-17.19,-24.682,-19.113,-17.679,-20.952,-10.039
1111110001312+00+04,-11.356,-11.09,-12.029,-6.345,-13.301,-8.747
1111100033122+01+03,-6.481,-6.564,-19.706,0.0,0.0,0.0
1111000301210+01+02,-19.905,-25.107,-39.636,-35.115,-24.91,-15.146
1111100036122+01+03,-6.991,0.0,0.0,0.0,0.0,0.0
0001013110011-02+00,-6.201,-8.772,-7.036,-5.016,-14.886,-6.791
0013000011111-02-01,-6.453,-6.926,-6.959,-7.549,-11.124,-8.515
0317000711111-02+00,-6.8,0.0,0.0,0.0,0.0,0.0
0120110131001-01+03,-7.126,-7.157,-7.091,-13.82,-13.773,-41.282
0120110161301-01+03,-7.376,-7.411,-7.445,-7.48,-7.513,0.0
0120110171301-01+03,-7.585,0.0,0.0,0.0,0.0,0.0
0120110171301-01+04,-7.62,0.0,0.0,0.0,0.0,0.0
0120110171301-02+04,-7.654,0.0,0.0,0.0,0.0,0.0
0120110171301-03+04,-7.688,0.0,0.0,0.0,0.0,0.0
0120110101301-03+03,-52.507,-63.023,-90.957,-46.024,-43.731,-48.637
0120110101301-03+02,-7.755,-7.855,-7.17,-8.502,0.0,0.0
0120110101601-03+04,-7.922,0.0,0.0,0.0,0.0,0.0
0120110101601-02+04,-38.251,-30.314,-30.475,-45.265,-71.493,-50.537
0120110101601-01+04,-7.988,0.0,0.0,0.0,0.0,0.0
0120110101601+00+04,-15.93,-51.721,-31.077,-59.431,-44.166,-37.468
0120110101601+01+04,-8.054,-8.021,-7.768,-15.43,-7.8,-23.43
0120110101601+01+03,-8.086,-8.118,-7.877,-7.911,-7.943,0.0
0120117101771+01+02,-3.05,0.0,0.0,0.0,0.0,0.0
1130110121000+03+04,-13.642,-12.477,-8.665,-11.581,-10.952,-57.136
1130110121000+03+03,-29.682,-23.721,-22.601,-52.679,-93.44,-79.543
6101110021010+02+03,-21.484,-8.384,-29.955,-12.409,-15.559,-37.367
7171110021010+02+03,-2.119,-3.184,-6.486,-7.97,-5.422,-7.147
0612100220120-02+01,-11.934,-5.827,-5.837,-5.85,-17.395,0.0
7171117021010-02+02,-3.05,-5.97,-5.97,-3.0,-3.0,-3.0
1001010112010+03+00,-7.117,-5.337,-7.241,-7.228,-4.529,-5.964
1001010112013+02+00,0.0,0.0,0.0,-0.495,0.0,0.0
1111203111010+02+00,-14.483,-15.224,-19.31,-13.69,-16.132,-14.061
1111020310102+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
0101600001111-04-01,-7.86,-26.992,-11.204,-21.613,-48.745,-40.168
1111100200120+00+03,-6.969,-6.686,-7.812,-12.839,-5.411,-8.28
6101110001111-02+04,-7.926,-6.119,-2.562,-9.824,-3.6,-21.529
7177117121001+01+02,-3.05,0.0,0.0,0.0,0.0,0.0
0122110121001+01+04,-17.773,-33.911,-12.143,-26.025,-12.214,-19.013
2012130771111-01+03,-1.531,0.0,0.0,0.0,0.0,0.0
2012130771111-02+03,-1.552,0.0,0.0,0.0,0.0,0.0
2012130771111-03+03,-1.545,-5.2,0.0,0.0,0.0,0.0
2012130771111-04+03,-1.509,0.0,0.0,0.0,0.0,0.0
2012160001111-04+03,0.0,-1.543,0.0,0.0,0.0,0.0
2012160001111-03+03,-1.536,-1.496,-9.06,-7.599,-44.344,-37.085
2210700011111-03+01,-1.433,-3.502,-3.575,0.0,0.0,0.0
2213000311111-01+01,-1.504,-5.736,0.0,0.0,0.0,0.0
2121000031111-02+02,-1.496,0.0,-28.731,0.0,0.0,0.0
2012100071111-04+03,-6.818,-1.97,-1.435,-1.925,-7.347,-2.011
2121000771111-04+01,-14.589,-7.889,-7.92,-17.155,-8.03,-13.247
2012103001111-03+01,-7.246,-5.537,-7.308,-7.87,-15.375,0.0
0102110121061-03+03,-2.586,-7.879,-2.642,-1.666,-7.939,-21.205
1160110121020+00+04,-7.39,-22.16,-3.071,-8.086,-51.02,0.0
1111207111717+04-03,-5.97,-5.97,-6.07,-6.07,-5.97,-5.97
1061010110210+00-04,-15.546,-23.392,-23.42,-23.451,-23.43,-45.44
1771017110210+00-04,-3.05,-3.05,0.0,0.0,0.0,0.0
1111100770100+01+03,-11.276,-5.93,-11.762,-6.647,-6.672,-6.729
1111113071010+02+03,-0.699,-4.984,-6.776,0.0,0.0,0.0
1111113071010+02+02,-0.698,0.0,0.0,0.0,0.0,0.0
1000010100003+01-01,-0.58,-0.545,0.0,0.0,0.0,0.0
0101000001312+00-01,-0.545,-0.548,-6.055,0.0,0.0,-0.517
0010000013100+00-02,-4.032,0.0,0.0,0.0,0.0,0.0
0010000016100+00-02,-10.936,0.0,0.0,-5.693,0.0,0.0
0101000001612+00-01,-5.652,-5.675,-5.639,-5.78,0.0,0.0
1000010100006+01-01,-5.838,0.0,0.0,0.0,0.0,0.0
1000010100707+01-01,-5.863,0.0,0.0,0.0,0.0,0.0
1000010100707+01-02,-5.887,-5.94,0.0,0.0,0.0,0.0
1000010100707+00-02,-5.922,0.0,0.0,0.0,0.0,0.0
1000010100707-01-02,-5.94,0.0,0.0,0.0,0.0,0.0
0010000010100-02+01,-6.114,-4.811,-4.824,-5.165,0.0,0.0
0000010100001-03+01,-5.038,-62.828,-9.791,-14.139,-67.381,-4.643
0101003001111-04+01,-6.536,-7.063,-6.858,-7.208,-3.086,0.0
0010100301111-04+02,-19.611,-51.341,-12.018,-51.4,-34.498,-53.342
0010100601111-04+02,-7.469,-7.955,-7.988,-8.021,-15.347,0.0
0010100601111-02+00,-14.618,-7.513,-7.547,-7.645,-44.627,4.387
0101110061111-02+00,-7.941,-7.876,-7.579,-6.271,0.0,0.0
3101110061111-02+00,-7.973,-7.91,0.0,0.0,0.0,0.0
3101110771111-01+00,-7.908,-7.938,-7.97,-7.877,0.0,0.0
0017107771111+00-01,-3.05,-3.05,0.0,0.0,0.0,0.0
0100110121661+01+03,-26.634,-13.296,-13.345,-13.398,-23.027,-23.091
1111030111012+04-01,-68.237,-32.308,-33.803,-71.546,-46.529,-75.993
1111030111017+04-01,-7.187,-1.243,-6.86,0.0,0.0,0.0
1111030111017+04-02,-7.218,-6.887,0.0,0.0,0.0,0.0
1111030111017+04-03,-7.248,-0.234,0.0,0.0,0.0,0.0
1111030111017+04-04,-7.281,0.0,0.0,0.0,0.0,0.0
1111030111010+03-04,-76.915,-18.6,-69.061,-36.907,-46.063,-22.027
1111030111010+02-04,-9.99,-9.163,-36.422,-30.56,-14.038,-24.582
1111030111010+01-04,-11.335,-7.203,-11.046,-10.718,-49.672,-7.858
1111030111010+00-04,-11.395,-11.638,-15.584,-10.595,-11.759,-35.476
1301010112010+01-04,-7.584,-6.137,0.0,0.0,0.0,0.0
1111060111010+02-04,-13.724,-10.727,-14.991,-22.231,-30.542,-7.988
1111777111010+02-04,-3.0,-3.0,-3.05,0.0,0.0,0.0
2101206111111-04-01,-8.716,0.0,0.0,0.0,0.0,0.0
2012103201111-04+01,-6.673,-7.623,-7.348,-13.165,-7.202,-11.258
0122110121031-03+00,-6.801,-7.366,-2.559,0.0,0.0,0.0
0122110121031-02+00,-15.556,-11.306,-10.794,-8.956,-67.738,-16.555
3122110121061-03+01,-45.828,-22.314,-22.917,-23.403,-34.796,-28.847
3122110121771-03+01,-7.86,-7.97,-7.38,-7.411,-7.439,0.0
6122110121771-03+01,-15.62,-15.683,-15.498,-15.56,-15.465,-16.615
0001013110011-03+00,-11.982,-0.68,-5.735,0.0,0.0,-0.603
3001013110011-02+00,-7.064,-7.049,0.0,0.0,0.0,0.0
3001013110011-01+00,-7.096,0.0,0.0,0.0,0.0,0.0
3001013110011-01-01,-7.123,-7.156,0.0,0.0,0.0,0.0
0161000111111-02-01,-20.639,-46.163,-24.117,-20.583,-35.209,-28.925
0016000011111-02+00,-7.769,-7.957,-7.988,-1.617,-5.89,-50.677
7171007111111-02-01,-3.0,-3.05,-3.05,-3.0,0.0,0.0
1000010102002-01-02,-0.545,-0.517,-5.632,-5.663,-5.655,0.0
0101020001214-02-01,4.276,-0.548,0.0,0.0,0.0,0.0
0101020001214-02+00,-0.518,-0.737,-0.757,-0.453,-2.941,4.353
0010200012100-02-01,-0.746,-4.474,0.0,0.0,0.0,0.0
1000010102002-01+00,-0.43,-0.392,-5.731,-0.45,0.0,0.0
0101020001214-01+00,-0.948,-0.917,0.0,0.0,0.0,0.0
0131020001214-01+00,-0.872,0.0,0.0,0.0,0.0,0.0
0131020001214-02+00,-0.874,0.0,0.0,0.0,0.0,0.0
0131020001214-02+01,-0.869,-3.948,-16.472,0.0,0.0,0.0
0310200012100-02+00,-11.296,-6.021,-6.045,-5.994,-44.623,-0.561
1001610110010-01-01,-6.321,-6.343,-1.32,-1.381,-4.216,-11.013
0101400111111-03+00,-6.707,0.0,0.0,0.0,0.0,0.0
0210040011111-02+01,-6.77,0.0,0.0,0.0,0.0,0.0
3210000011111-02+00,-6.926,-6.264,0.0,0.0,0.0,0.0
0121000001111-02+02,-10.295,-12.866,-9.693,-9.198,-93.602,-11.465
0121060001111-03+02,-7.783,-7.815,-7.846,-8.086,0.0,0.0
7210600011111-03+01,-7.926,0.0,0.0,0.0,0.0,0.0
7121060001111-04+02,-8.005,0.0,0.0,0.0,0.0,0.0
7121060001111-04+01,-8.037,0.0,0.0,0.0,0.0,0.0
7121060001111-04+00,-8.068,0.0,0.0,0.0,0.0,0.0
0121777001111-04-01,-3.0,-3.05,0.0,0.0,0.0,0.0
0021210110611-01-04,-8.054,0.0,0.0,0.0,0.0,0.0
0021210110611-01-03,-8.086,-8.118,0.0,0.0,0.0,0.0
0021217117711-01-03,-3.05,0.0,0.0,0.0,0.0,0.0
2210023011111-04-03,-7.163,-7.265,-11.605,-7.789,-7.484,-7.468
0201210116011-03-03,-7.862,-7.674,-7.893,-6.84,0.0,0.0
0101777111111-04-01,-5.97,-3.05,-3.05,-3.0,-3.0,-3.0
0021016110011+00-04,-10.623,-20.237,-7.13,-7.157,-35.056,-51.822
0017620711111-01-03,-11.606,-11.557,-15.683,-11.563,-17.201,-11.577
0017623711111-01-03,-5.93,0.0,0.0,0.0,0.0,0.0
0010773011111-01-03,-5.94,-5.967,-1.708,0.0,0.0,0.0
2101777301111-02-02,-3.0,0.0,0.0,0.0,0.0,0.0
2012106201111-03+03,-12.008,-11.969,-7.155,-7.181,-28.304,-47.54
0101110621111-02+04,-7.444,-7.527,-7.566,-5.928,-8.115,0.0
0101110621111-02+03,-7.471,-7.498,-7.524,-2.819,-8.043,-7.399
0101117741111-02+04,-3.05,0.0,0.0,0.0,0.0,0.0
0131000111010+02-02,-7.034,0.0,0.0,0.0,0.0,0.0
0013200010100+02-01,-7.105,0.0,0.0,0.0,0.0,0.0
2101020001013+02+01,-7.178,0.0,0.0,0.0,0.0,0.0
2101020001013+02+02,-7.211,-7.239,-7.661,-7.48,0.0,0.0
0200010100301+01+02,-7.311,-7.341,-7.372,-7.402,-61.853,0.0
1020010132000+03+02,-7.553,-7.582,0.0,0.0,0.0,0.0
0016200010100+02+01,0.0,0.0,-7.736,0.0,0.0,0.0
6001010110011+01+00,-7.893,-15.698,-7.987,-8.019,0.0,0.0
7171007111010+02+00,-3.0,0.0,0.0,0.0,0.0,0.0
0221013110011-03-02,-6.451,-6.325,-13.249,-6.619,-6.752,-11.653
0221013110011-03-01,-19.502,-16.205,-12.552,-21.732,-26.491,-27.686
0221013110011-03+00,-6.501,-11.227,-6.406,-7.307,-7.926,-12.381
3221013110011-02+00,-6.552,-0.402,-0.59,-0.608,-6.968,0.0
3221013110011-03+00,-6.579,-0.588,-9.424,-4.218,-7.033,-2.929
3221016110011-03-01,-7.226,-7.251,-7.237,0.0,0.0,0.0
0210003011111+00-02,-6.944,-4.789,-5.862,-6.674,-75.013,-4.727
0210003011111+00-01,-16.774,-9.843,-15.892,-16.572,-14.014,-12.091
0101330111111+00-02,-4.852,-2.606,-5.833,-2.281,-0.898,-0.476
1111113021010+03+02,-8.082,-0.965,-8.211,-4.411,-19.802,-2.13
1130110101000+02+02,-4.076,-6.425,-7.334,-7.359,-7.389,-59.27
1130110101000+03+02,-6.073,-6.884,-6.841,-14.945,-6.377,-10.466
0010100200130+02+02,-6.107,0.0,0.0,0.0,0.0,0.0
0010100200160+02+02,-12.253,0.0,0.0,0.0,0.0,0.0
7710100200160+02+02,-6.424,0.0,-6.396,0.0,0.0,0.0
7710100700170+02+02,-6.549,0.0,0.0,0.0,0.0,0.0
0100110171001+00+04,-6.677,-6.703,-1.35,-9.348,-11.885,0.0
2101003111111-04-02,-7.506,-7.23,-18.512,-19.545,-11.664,-19.307
0010000311111-03-01,-9.099,-13.014,-12.81,-14.11,-27.457,-14.557
0010000311111-02+00,-12.164,-7.605,-18.3,-7.269,-14.49,-15.056
0003010100001-02+00,-5.51,-5.816,-1.402,-5.537,-36.059,-7.426
0101200321010-01+00,-5.593,-5.755,0.0,0.0,0.0,0.0
0010120030100-01+01,-5.648,-5.678,-5.697,0.0,0.0,0.0
3010000611111-03-01,-5.955,0.0,0.0,0.0,0.0,0.0
6010000611111-03-01,-6.077,0.0,0.0,0.0,0.0,0.0
0006010100001-02+00,-6.201,-7.048,-7.135,-7.16,0.0,0.0
0006010170071-02+00,-6.157,-6.187,0.0,0.0,0.0,0.0
0101000771111-03+00,-6.266,-6.249,-7.92,-6.418,0.0,0.0
0010600011111-04+00,-23.052,-7.807,-7.839,0.0,0.0,0.0
0101777001111-04+01,-3.0,-3.05,-3.0,-3.0,-3.0,0.0
1061010110010+00-04,-60.743,-31.139,-33.992,-26.536,-37.799,-56.802
6101200111010-01-04,-8.15,-8.351,-8.357,-8.388,0.0,0.0
0010020010100-01-03,-8.216,-8.252,-8.284,-0.595,-94.233,-0.368
7001010110011-02-04,-8.345,-8.378,-2.065,-1.064,-2.002,-6.962
0010020311111-02-03,-8.624,-7.329,0.0,0.0,0.0,0.0
2101110031111+00+02,-6.571,-0.228,-6.968,-0.785,-0.052,-0.085
2101110031111-01+02,-6.602,-3.88,-3.824,-5.088,0.0,0.0
2101110031111-02+02,-9.85,-6.66,-15.843,-5.86,-13.524,-49.988
2101110061111-02+02,-6.638,-6.672,-6.694,-6.784,-6.6,-22.843
2101110771111-02+02,-6.917,-6.659,-5.94,0.0,0.0,0.0
2101110771111-03+02,-6.95,0.0,0.0,-6.679,0.0,0.0
2101110771111-04+02,-6.973,-1.326,0.0,0.0,0.0,0.0
0210020010103+02-02,-5.61,-5.62,-5.631,-5.745,-22.617,0.0
0210020010106+02-02,-5.991,-6.005,-6.016,0.0,0.0,0.0
0001017117711+01-04,-3.05,0.0,0.0,0.0,0.0,0.0
0021010110311-03+00,-7.237,-8.42,0.0,-8.054,0.0,0.0
0021010110311-02+00,-7.27,-7.3,-8.087,-8.45,-8.478,0.0
3021010110311-02+00,-7.335,-6.787,-8.12,-8.552,0.0,0.0
3021010110311-03+00,-7.364,-6.823,-8.152,-8.582,0.0,0.0
3021010110611-03-01,-15.497,-15.562,-15.625,-15.687,-30.96,-64.036
6021010110611-03-01,-8.086,-8.118,-7.798,-7.83,-23.283,0.0
6021017117711-03-01,-3.05,-3.0,0.0,0.0,0.0,0.0
1001013112010+03-02,-1.2,-5.573,-7.521,-7.916,-6.974,-6.394
1001013112010+03-03,-33.524,-20.134,-37.531,-24.18,-19.566,-70.363
0161220111010+02-03,-8.953,-17.859,-22.838,-22.87,-30.735,-30.784
6201210110011+01-03,-1.06,-1.03,0.0,0.0,0.0,0.0
7271210110011+01-03,-0.765,-7.901,0.0,0.0,0.0,0.0
0101220111310+02-02,-6.104,-1.383,-7.517,-5.265,-7.527,-2.536
0101220111313+02+00,-4.334,-1.731,-5.706,-5.44,0.0,0.0
0101220111313+02-01,-4.346,-3.534,-5.717,0.0,0.0,0.0
0101220111313+02-02,-9.349,-11.023,-11.026,-9.922,-22.254,-39.552
1001010112717+03-02,-4.867,-5.99,-3.322,-3.244,0.0,0.0
1001010112717+03-03,-3.299,-7.97,0.0,-4.877,0.0,0.0
1111000111017+04-04,-4.927,-6.309,-3.257,-5.031,-6.976,0.0
1001013112010-01-04,-11.014,-6.955,-5.357,-5.37,-13.653,-13.876
1111000111310+00-03,-11.17,-16.81,-16.785,-9.098,-84.152,-80.981
1111300010132+00-01,-5.251,0.0,0.0,0.0,0.0,0.0
1111300010132+01-01,-5.267,-5.398,-16.147,0.0,0.0,0.0
1111030001012+01+00,-10.968,-5.33,-5.343,-5.045,-52.673,0.0
1111000111310+01-02,-21.282,-18.911,-12.966,-30.997,-29.106,-53.691
1111300010162+01-01,-5.746,0.0,0.0,0.0,0.0,0.0
1111060001012+01+00,-5.812,-5.828,-11.667,-5.641,-33.062,0.0
1111600010162+01-01,-5.896,0.0,0.0,0.0,0.0,0.0
1111600710172+01-01,-5.92,0.0,0.0,0.0,0.0,0.0
1111060071012+01+00,-5.979,-5.99,0.0,0.0,0.0,0.0
1111777071012+01+00,-3.0,0.0,0.0,0.0,0.0,0.0
1111000612102+03-03,-11.76,-15.035,-7.767,-7.8,-30.735,-30.542
1111000061210+03-02,-5.653,-45.479,-8.564,-7.599,-37.184,-31.969
1111130070122+00-01,-5.82,0.0,0.0,0.0,0.0,0.0
1111130070122+01-01,0.0,-5.831,0.0,0.0,0.0,0.0
1111130070122+02-01,-5.844,-5.855,0.0,0.0,0.0,0.0
1111177007122+02-01,-3.0,0.0,0.0,0.0,0.0,0.0
1111100300102+00+01,-6.139,-5.575,-1.414,-6.595,-6.816,-9.97
1111110031012+01+02,-0.207,-0.331,-7.501,0.0,0.0,0.0
1111110061312+01+02,-0.147,-0.099,0.0,0.0,0.0,0.0
1111110771312+00+00,-0.05,-0.05,0.0,0.0,0.0,0.0
1001013110010+01-01,-9.335,-14.123,-11.048,-8.2,-12.298,-9.087
3301010110011-01+00,-1.231,-1.226,-4.658,-4.675,-34.309,0.0
7101003111111-01+00,-1.11,-3.169,0.0,-1.146,0.0,0.0
7010000311111-01+01,-1.138,0.0,0.0,0.0,0.0,0.0
4101000031111-01+02,-4.25,-5.888,-5.901,0.0,0.0,0.0
4101000031111-03+02,-6.436,-6.066,-6.08,0.0,0.0,0.0
4101000061111-03+02,-6.597,-6.176,-6.189,0.0,0.0,0.0
